eid,subject
2-s2.0-85192277744,social sciences
2-s2.0-85189500918,energy
2-s2.0-85189500918,engineering
2-s2.0-85185172190,chemical engineering
2-s2.0-85185172190,engineering
2-s2.0-85185172190,physics and astronomy
2-s2.0-85189776324,agricultural & biological sciences
2-s2.0-85189776324,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85195626219,medicine
2-s2.0-85194249234,"economics, econometrics and finance"
2-s2.0-85194249234,social sciences
2-s2.0-85172917797,computer science
2-s2.0-85172917797,engineering
2-s2.0-85186716792,multidisciplinary
2-s2.0-85190394770,health professions
2-s2.0-85190394770,medicine
2-s2.0-85190394770,nursing
2-s2.0-85193589454,medicine
2-s2.0-85192885198,mathematics
2-s2.0-85190790909,mathematics
2-s2.0-85190790909,physics and astronomy
2-s2.0-85191569116,neuroscience
2-s2.0-85175301752,unknown
2-s2.0-85182921903,computer science
2-s2.0-85182921903,engineering
2-s2.0-85191521029,agricultural & biological sciences
2-s2.0-85191521029,"biochemistry, genetics & molecular biology"
2-s2.0-85191521029,neuroscience
2-s2.0-85191521029,psychology
2-s2.0-85191521029,social sciences
2-s2.0-85187674714,computer science
2-s2.0-85187674714,mathematics
2-s2.0-85183953695,engineering
2-s2.0-85173253022,computer science
2-s2.0-85173253022,social sciences
2-s2.0-85203675009,social sciences
2-s2.0-85184663775,"business, management and accounting"
2-s2.0-85184663775,mathematics
2-s2.0-85184399495,computer science
2-s2.0-85184399495,engineering
2-s2.0-85188130445,arts and humanities
2-s2.0-85188130445,social sciences
2-s2.0-85185216078,medicine
2-s2.0-85182180077,"economics, econometrics and finance"
2-s2.0-85181719262,engineering
2-s2.0-85193937541,engineering
2-s2.0-85180476835,multidisciplinary
2-s2.0-85145842597,computer science
2-s2.0-85164964297,computer science
2-s2.0-85173266109,chemical engineering
2-s2.0-85173266109,chemistry
2-s2.0-85173266109,energy
2-s2.0-85153334804,engineering
2-s2.0-85174846848,computer science
2-s2.0-85174846848,mathematics
2-s2.0-85177547171,health professions
2-s2.0-85177547171,medicine
2-s2.0-85177547171,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85181151074,energy
2-s2.0-85181151074,materials science
2-s2.0-85194524761,unknown
2-s2.0-85194522261,unknown
2-s2.0-85189539993,energy
2-s2.0-85189539993,engineering
2-s2.0-85189539993,environmental science
2-s2.0-85148477886,engineering
2-s2.0-85190864793,medicine
2-s2.0-85188942655,engineering
2-s2.0-85195654789,immunology and microbiology
2-s2.0-85195654789,medicine
2-s2.0-85197978859,medicine
2-s2.0-85163191822,computer science
2-s2.0-85163191822,engineering
2-s2.0-85201620598,unknown
2-s2.0-85199485481,unknown
2-s2.0-85213314441,unknown
2-s2.0-85187374983,computer science
2-s2.0-85187374983,engineering
2-s2.0-85187374983,materials science
2-s2.0-85201618529,unknown
2-s2.0-85199465090,unknown
2-s2.0-85196612213,unknown
2-s2.0-85200439288,"business, management and accounting"
2-s2.0-85200439288,"economics, econometrics and finance"
2-s2.0-85202700973,computer science
2-s2.0-85202700973,engineering
2-s2.0-85202700973,materials science
2-s2.0-85212927817,medicine
2-s2.0-85160273776,computer science
2-s2.0-85160273776,mathematics
2-s2.0-85178371671,energy
2-s2.0-85200135893,social sciences
2-s2.0-85194570629,"business, management and accounting"
2-s2.0-85194570629,decision sciences
2-s2.0-85192330823,medicine
2-s2.0-85197361843,chemical engineering
2-s2.0-85197361843,energy
2-s2.0-85186699675,unknown
2-s2.0-105000900073,unknown
2-s2.0-85186553109,arts and humanities
2-s2.0-85186553109,social sciences
2-s2.0-105014695550,unknown
2-s2.0-105000934124,unknown
2-s2.0-105014684821,unknown
2-s2.0-85194067604,computer science
2-s2.0-85194067604,engineering
2-s2.0-85214020225,medicine
2-s2.0-85182728841,unknown
2-s2.0-85193837503,health professions
2-s2.0-85193837503,medicine
2-s2.0-85193837503,social sciences
2-s2.0-85199534073,medicine
2-s2.0-85199534073,social sciences
2-s2.0-85192160236,computer science
2-s2.0-85192160236,engineering
2-s2.0-85192160236,materials science
2-s2.0-85200211649,engineering
2-s2.0-85192439882,unknown
2-s2.0-85205367210,medicine
2-s2.0-85191435610,health professions
2-s2.0-85191435610,medicine
2-s2.0-85191435610,social sciences
2-s2.0-85204727379,engineering
2-s2.0-85209898733,health professions
2-s2.0-85209898733,medicine
2-s2.0-85209898733,social sciences
2-s2.0-85205944874,"economics, econometrics and finance"
2-s2.0-85205944874,energy
2-s2.0-85197025656,engineering
2-s2.0-85197025656,materials science
2-s2.0-85197025656,physics and astronomy
2-s2.0-85194696198,"biochemistry, genetics & molecular biology"
2-s2.0-85194059262,unknown
2-s2.0-105002248098,unknown
2-s2.0-85188246660,chemical engineering
2-s2.0-85188246660,earth and planetary sciences
2-s2.0-85188246660,engineering
2-s2.0-85188246660,environmental science
2-s2.0-85188246660,materials science
2-s2.0-85188246660,physics and astronomy
2-s2.0-85189545119,chemistry
2-s2.0-85215607090,mathematics
2-s2.0-85195914370,mathematics
2-s2.0-105028627017,decision sciences
2-s2.0-85187445529,"economics, econometrics and finance"
2-s2.0-85196431896,computer science
2-s2.0-85196431896,engineering
2-s2.0-85196431896,mathematics
2-s2.0-85198239859,computer science
2-s2.0-85198239859,engineering
2-s2.0-85187973736,engineering
2-s2.0-85191313841,medicine
2-s2.0-85205048515,"biochemistry, genetics & molecular biology"
2-s2.0-85205048515,medicine
2-s2.0-85188002445,engineering
2-s2.0-85175466263,environmental science
2-s2.0-105000542805,unknown
2-s2.0-105027821647,medicine
2-s2.0-105027014930,health professions
2-s2.0-105027014930,medicine
2-s2.0-105025058361,chemistry
2-s2.0-105025058361,computer science
2-s2.0-105025058361,engineering
2-s2.0-105025058361,materials science
2-s2.0-105025058361,physics and astronomy
2-s2.0-85201128120,computer science
2-s2.0-85201128120,social sciences
2-s2.0-105002438920,computer science
2-s2.0-105002438920,social sciences
2-s2.0-105010694601,chemical engineering
2-s2.0-105010694601,engineering
2-s2.0-105010694601,materials science
2-s2.0-105022202972,medicine
2-s2.0-105015979790,medicine
2-s2.0-85204296573,immunology and microbiology
2-s2.0-85204296573,medicine
2-s2.0-85218502655,medicine
2-s2.0-105008996851,dentistry
2-s2.0-105008996851,immunology and microbiology
2-s2.0-105008996851,medicine
2-s2.0-105004172397,social sciences
2-s2.0-105017940278,dentistry
2-s2.0-105010066753,multidisciplinary
2-s2.0-105008644320,"business, management and accounting"
2-s2.0-105008644320,decision sciences
2-s2.0-105008644320,social sciences
2-s2.0-105012115765,medicine
2-s2.0-105021811448,agricultural & biological sciences
2-s2.0-105000549471,dentistry
2-s2.0-105012449815,arts and humanities
2-s2.0-105012449815,social sciences
2-s2.0-105019698674,medicine
2-s2.0-86000782760,medicine
2-s2.0-105021650972,chemical engineering
2-s2.0-105021650972,energy
2-s2.0-105021650972,engineering
2-s2.0-105010310527,agricultural & biological sciences
2-s2.0-105016785275,energy
2-s2.0-105016785275,environmental science
2-s2.0-105016785275,social sciences
2-s2.0-105025816915,computer science
2-s2.0-105025816915,engineering
2-s2.0-105025816915,mathematics
2-s2.0-105010081225,medicine
2-s2.0-105000068931,medicine
2-s2.0-105020859563,medicine
2-s2.0-105014646091,medicine
2-s2.0-85216064640,multidisciplinary
2-s2.0-105019761849,immunology and microbiology
2-s2.0-105019761849,medicine
2-s2.0-105018648532,multidisciplinary
2-s2.0-105024604132,medicine
2-s2.0-105028310056,medicine
2-s2.0-105025884790,medicine
2-s2.0-105023209782,medicine
2-s2.0-105013773630,multidisciplinary
2-s2.0-105020269110,multidisciplinary
2-s2.0-105009406307,medicine
2-s2.0-105019245275,computer science
2-s2.0-105019245275,decision sciences
2-s2.0-105019245275,mathematics
2-s2.0-105023554281,medicine
2-s2.0-105026466027,dentistry
2-s2.0-105026466027,health professions
2-s2.0-105026466027,medicine
2-s2.0-105012198330,medicine
2-s2.0-105012198330,social sciences
2-s2.0-105010676489,chemical engineering
2-s2.0-105010676489,energy
2-s2.0-105010676489,engineering
2-s2.0-105015843391,environmental science
2-s2.0-105021474771,materials science
2-s2.0-105023085877,computer science
2-s2.0-105023085877,engineering
2-s2.0-105023085877,mathematics
2-s2.0-105013808501,engineering
2-s2.0-105013808501,medicine
2-s2.0-105022912022,engineering
2-s2.0-105027629325,medicine
2-s2.0-105020687009,medicine
2-s2.0-105009008893,engineering
2-s2.0-105009008893,medicine
2-s2.0-105009008893,social sciences
2-s2.0-105012432474,medicine
2-s2.0-105014083532,medicine
2-s2.0-105025378943,"biochemistry, genetics & molecular biology"
2-s2.0-105025378943,computer science
2-s2.0-105023338490,unknown
2-s2.0-85195131615,"business, management and accounting"
2-s2.0-85195131615,computer science
2-s2.0-85195131615,decision sciences
2-s2.0-85195131615,social sciences
2-s2.0-85216942652,"business, management and accounting"
2-s2.0-105018892370,medicine
2-s2.0-105010005834,computer science
2-s2.0-105010005834,neuroscience
2-s2.0-105018938125,chemical engineering
2-s2.0-105018938125,chemistry
2-s2.0-105020045539,immunology and microbiology
2-s2.0-105020045539,medicine
2-s2.0-86000063273,engineering
2-s2.0-86000063273,mathematics
2-s2.0-105014287006,multidisciplinary
2-s2.0-85217224582,computer science
2-s2.0-85217224582,mathematics
2-s2.0-105020159508,chemical engineering
2-s2.0-105016304684,agricultural & biological sciences
2-s2.0-105016304684,chemistry
2-s2.0-105008580707,computer science
2-s2.0-105008580707,neuroscience
2-s2.0-85182359404,dentistry
2-s2.0-105015615690,medicine
2-s2.0-105013376728,"economics, econometrics and finance"
2-s2.0-105013991525,computer science
2-s2.0-105015366174,"biochemistry, genetics & molecular biology"
2-s2.0-105015366174,medicine
2-s2.0-105008495264,energy
2-s2.0-105008495264,environmental science
2-s2.0-105007158469,psychology
2-s2.0-105007158469,social sciences
2-s2.0-105012861850,energy
2-s2.0-105012861850,engineering
2-s2.0-105012861850,social sciences
2-s2.0-105003921765,energy
2-s2.0-105003921765,engineering
2-s2.0-105012634777,medicine
2-s2.0-105009878610,environmental science
2-s2.0-105017074956,medicine
2-s2.0-105010566175,"business, management and accounting"
2-s2.0-105010566175,energy
2-s2.0-105010566175,engineering
2-s2.0-105010566175,environmental science
2-s2.0-105014313745,unknown
2-s2.0-105006664385,computer science
2-s2.0-105006664385,engineering
2-s2.0-105009803777,medicine
2-s2.0-85216128155,nursing
2-s2.0-105013383245,mathematics
2-s2.0-105013383245,physics and astronomy
2-s2.0-105008331960,medicine
2-s2.0-105011201773,"biochemistry, genetics & molecular biology"
2-s2.0-105011201773,medicine
2-s2.0-105011550907,computer science
2-s2.0-105011550907,engineering
2-s2.0-85218196841,computer science
2-s2.0-85218196841,engineering
2-s2.0-105012236111,unknown
2-s2.0-105007304641,materials science
2-s2.0-85212639509,energy
2-s2.0-85212639509,physics and astronomy
2-s2.0-105011615259,computer science
2-s2.0-105011615259,energy
2-s2.0-105011615259,environmental science
2-s2.0-105011615259,social sciences
2-s2.0-105017456642,dentistry
2-s2.0-105017456642,medicine
2-s2.0-105013687809,medicine
2-s2.0-105003105227,materials science
2-s2.0-105008349385,earth and planetary sciences
2-s2.0-105008349385,environmental science
2-s2.0-105002070429,psychology
2-s2.0-105011491679,multidisciplinary
2-s2.0-105002751035,engineering
2-s2.0-105011081775,arts and humanities
2-s2.0-105011081775,social sciences
2-s2.0-85217205380,medicine
2-s2.0-105009363067,medicine
2-s2.0-105008685234,agricultural & biological sciences
2-s2.0-105008685234,engineering
2-s2.0-105004421836,"business, management and accounting"
2-s2.0-105004421836,energy
2-s2.0-105004421836,engineering
2-s2.0-105004421836,environmental science
2-s2.0-105004473363,energy
2-s2.0-85213954639,agricultural & biological sciences
2-s2.0-105013221422,"business, management and accounting"
2-s2.0-105013221422,"economics, econometrics and finance"
2-s2.0-105005941445,"business, management and accounting"
2-s2.0-105005941445,decision sciences
2-s2.0-105005941445,social sciences
2-s2.0-85219653356,energy
2-s2.0-105008826652,dentistry
2-s2.0-85214870782,energy
2-s2.0-86000080990,decision sciences
2-s2.0-86000080990,"economics, econometrics and finance"
2-s2.0-86000080990,mathematics
2-s2.0-86000080990,social sciences
2-s2.0-105004687833,medicine
2-s2.0-85184254964,"economics, econometrics and finance"
2-s2.0-85184254964,environmental science
2-s2.0-85184254964,social sciences
2-s2.0-85211126664,energy
2-s2.0-105008996081,chemical engineering
2-s2.0-105008996081,computer science
2-s2.0-105008996081,engineering
2-s2.0-105008996081,materials science
2-s2.0-105008996081,physics and astronomy
2-s2.0-85205467569,agricultural & biological sciences
2-s2.0-85205467569,"biochemistry, genetics & molecular biology"
2-s2.0-85205467569,nursing
2-s2.0-105003139951,medicine
2-s2.0-105002598772,"biochemistry, genetics & molecular biology"
2-s2.0-105002598772,chemical engineering
2-s2.0-105002598772,engineering
2-s2.0-105002598772,materials science
2-s2.0-105002598772,medicine
2-s2.0-105002598772,physics and astronomy
2-s2.0-105004695381,agricultural & biological sciences
2-s2.0-105004796199,chemistry
2-s2.0-105004796199,materials science
2-s2.0-105004990250,medicine
2-s2.0-105000048916,medicine
2-s2.0-85213494425,medicine
2-s2.0-85215121713,medicine
2-s2.0-105004032217,dentistry
2-s2.0-85218817769,agricultural & biological sciences
2-s2.0-105004789711,engineering
2-s2.0-105004789711,mathematics
2-s2.0-105003201209,engineering
2-s2.0-105004504492,unknown
2-s2.0-105012593228,medicine
2-s2.0-86000154884,chemical engineering
2-s2.0-86000154884,chemistry
2-s2.0-86000154884,engineering
2-s2.0-86000154884,environmental science
2-s2.0-105001820910,environmental science
2-s2.0-86000279303,"biochemistry, genetics & molecular biology"
2-s2.0-86000279303,engineering
2-s2.0-86000279303,medicine
2-s2.0-105001716419,medicine
2-s2.0-85214300715,agricultural & biological sciences
2-s2.0-85214300715,immunology and microbiology
2-s2.0-105000546586,agricultural & biological sciences
2-s2.0-105000546586,chemistry
2-s2.0-105002267232,"biochemistry, genetics & molecular biology"
2-s2.0-105001947614,social sciences
2-s2.0-105001222010,medicine
2-s2.0-105002392063,medicine
2-s2.0-105001708075,medicine
2-s2.0-86000539887,agricultural & biological sciences
2-s2.0-86000539887,"biochemistry, genetics & molecular biology"
2-s2.0-86000539887,environmental science
2-s2.0-86000539887,social sciences
2-s2.0-85196714341,decision sciences
2-s2.0-85219570429,"biochemistry, genetics & molecular biology"
2-s2.0-85219570429,chemical engineering
2-s2.0-85219570429,engineering
2-s2.0-85219570429,environmental science
2-s2.0-86000433418,medicine
2-s2.0-85203634279,medicine
2-s2.0-85203634279,nursing
2-s2.0-85213967549,decision sciences
2-s2.0-85213967549,engineering
2-s2.0-85215364307,computer science
2-s2.0-85217190346,nursing
2-s2.0-85217205007,agricultural & biological sciences
2-s2.0-85219211787,computer science
2-s2.0-85219211787,energy
2-s2.0-85219211787,environmental science
2-s2.0-85219211787,social sciences
2-s2.0-85218264746,medicine
2-s2.0-85217571210,health professions
2-s2.0-85217571210,medicine
2-s2.0-85217571210,nursing
2-s2.0-85200164065,medicine
2-s2.0-85217634094,unknown
2-s2.0-85196627314,agricultural & biological sciences
2-s2.0-85196627314,"biochemistry, genetics & molecular biology"
2-s2.0-85196627314,nursing
2-s2.0-105006680746,agricultural & biological sciences
2-s2.0-105006680746,"biochemistry, genetics & molecular biology"
2-s2.0-105006680746,medicine
2-s2.0-105000186337,unknown
2-s2.0-105022039383,unknown
2-s2.0-105024657731,unknown
2-s2.0-85208201165,medicine
2-s2.0-105010304740,"economics, econometrics and finance"
2-s2.0-105022034002,unknown
2-s2.0-105009412505,unknown
2-s2.0-105015969184,computer science
2-s2.0-105015969184,engineering
2-s2.0-105015969184,materials science
2-s2.0-105022038988,unknown
2-s2.0-105024789865,medicine
2-s2.0-85217700708,"business, management and accounting"
2-s2.0-105024652982,unknown
2-s2.0-105022044915,unknown
2-s2.0-105006436104,unknown
2-s2.0-105016485886,arts and humanities
2-s2.0-105016485886,social sciences
2-s2.0-105009402797,unknown
2-s2.0-105009326786,psychology
2-s2.0-105008421405,unknown
2-s2.0-105012214876,mathematics
2-s2.0-105019043456,unknown
2-s2.0-105015486805,unknown
2-s2.0-105000198483,unknown
2-s2.0-105015322383,medicine
2-s2.0-105008727266,"business, management and accounting"
2-s2.0-105008727266,"economics, econometrics and finance"
2-s2.0-105003346317,unknown
2-s2.0-105000985127,"economics, econometrics and finance"
2-s2.0-105009398376,unknown
2-s2.0-105017048623,social sciences
2-s2.0-105015544002,arts and humanities
2-s2.0-105015544002,medicine
2-s2.0-105015544002,psychology
2-s2.0-105015437099,computer science
2-s2.0-105023894952,mathematics
2-s2.0-105019732223,unknown
2-s2.0-105016111573,social sciences
2-s2.0-105003354686,unknown
2-s2.0-105025764261,chemical engineering
2-s2.0-105025764261,materials science
2-s2.0-105014098534,medicine
2-s2.0-105021823349,computer science
2-s2.0-105021823349,engineering
2-s2.0-85199896738,chemical engineering
2-s2.0-85199896738,energy
2-s2.0-85199896738,materials science
2-s2.0-105009759316,computer science
2-s2.0-105009759316,mathematics
2-s2.0-105013077161,computer science
2-s2.0-105013077161,engineering
2-s2.0-105008421653,unknown
2-s2.0-105000857364,medicine
2-s2.0-105002450349,medicine
2-s2.0-85216703941,medicine
2-s2.0-85216703941,nursing
2-s2.0-105007552581,"business, management and accounting"
2-s2.0-105007552581,social sciences
2-s2.0-105017118549,computer science
2-s2.0-105017118549,engineering
2-s2.0-105017118549,materials science
2-s2.0-105017118549,mathematics
2-s2.0-105010058684,medicine
2-s2.0-105000154836,unknown
2-s2.0-105001354118,arts and humanities
2-s2.0-105001354118,social sciences
2-s2.0-105008272690,agricultural & biological sciences
2-s2.0-105008272690,engineering
2-s2.0-105017121987,unknown
2-s2.0-105013372335,medicine
2-s2.0-105013372335,psychology
2-s2.0-105008499038,unknown
2-s2.0-105015567234,decision sciences
2-s2.0-105015567234,engineering
2-s2.0-105014962467,engineering
2-s2.0-105022799652,health professions
2-s2.0-105022799652,medicine
2-s2.0-105022799652,nursing
2-s2.0-85209999464,medicine
2-s2.0-105008419079,unknown
2-s2.0-85219642595,medicine
2-s2.0-105007068060,medicine
2-s2.0-105014993708,medicine
2-s2.0-105008421297,unknown
2-s2.0-105021429365,energy
2-s2.0-105021429365,social sciences
2-s2.0-105009084514,engineering
2-s2.0-105026654144,energy
2-s2.0-105009406270,unknown
2-s2.0-105008419540,unknown
2-s2.0-105012925679,computer science
2-s2.0-105012925679,engineering
2-s2.0-105025437462,energy
2-s2.0-105025437462,engineering
2-s2.0-105025437462,environmental science
2-s2.0-105025437462,social sciences
2-s2.0-105002753996,engineering
2-s2.0-105003088573,engineering
2-s2.0-85215805986,immunology and microbiology
2-s2.0-85215805986,medicine
2-s2.0-105009402150,unknown
2-s2.0-105021226612,unknown
2-s2.0-105024983699,dentistry
2-s2.0-105014934752,social sciences
2-s2.0-85216111224,multidisciplinary
2-s2.0-105024698040,unknown
2-s2.0-85214240571,medicine
2-s2.0-85219755072,engineering
2-s2.0-105003779449,"economics, econometrics and finance"
2-s2.0-105003779449,social sciences
2-s2.0-105024810262,engineering
2-s2.0-105020435847,"business, management and accounting"
2-s2.0-105020435847,computer science
2-s2.0-105020435847,"economics, econometrics and finance"
2-s2.0-105020435847,engineering
2-s2.0-105016135042,unknown
2-s2.0-105023360996,unknown
2-s2.0-105023849843,"biochemistry, genetics & molecular biology"
2-s2.0-105020413266,dentistry
2-s2.0-105020413266,social sciences
2-s2.0-86000285335,psychology
2-s2.0-105022051518,unknown
2-s2.0-105022940926,mathematics
2-s2.0-105009399622,unknown
2-s2.0-105005840162,medicine
2-s2.0-105005840162,social sciences
2-s2.0-105021508381,engineering
2-s2.0-105021508381,environmental science
2-s2.0-105021508381,social sciences
2-s2.0-105024911703,mathematics
2-s2.0-105003586672,mathematics
2-s2.0-105009400304,unknown
2-s2.0-85215647421,medicine
2-s2.0-85204029845,chemistry
2-s2.0-85204029845,computer science
2-s2.0-85204029845,engineering
2-s2.0-85204029845,materials science
2-s2.0-85204029845,mathematics
2-s2.0-85204029845,physics and astronomy
2-s2.0-105009149979,"economics, econometrics and finance"
2-s2.0-105009149979,environmental science
2-s2.0-105009149979,social sciences
2-s2.0-85193279020,energy
2-s2.0-85193279020,engineering
2-s2.0-85193279020,social sciences
2-s2.0-105023354389,unknown
2-s2.0-85162857263,computer science
2-s2.0-85162857263,engineering
2-s2.0-85162857263,mathematics
2-s2.0-105004465902,computer science
2-s2.0-105004465902,engineering
2-s2.0-105004465902,mathematics
2-s2.0-105016574414,agricultural & biological sciences
2-s2.0-105016574414,"biochemistry, genetics & molecular biology"
2-s2.0-105016574414,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105009834331,computer science
2-s2.0-105009834331,mathematics
2-s2.0-85190290770,chemical engineering
2-s2.0-85190290770,chemistry
2-s2.0-85190290770,earth and planetary sciences
2-s2.0-85190290770,energy
2-s2.0-105002472048,psychology
2-s2.0-105022302632,medicine
2-s2.0-85197612331,computer science
2-s2.0-85197612331,mathematics
2-s2.0-105018698126,medicine
2-s2.0-105004756110,medicine
2-s2.0-105003371896,engineering
2-s2.0-105003371896,physics and astronomy
2-s2.0-85198724707,"biochemistry, genetics & molecular biology"
2-s2.0-85198724707,medicine
2-s2.0-105013126669,social sciences
2-s2.0-85208629085,medicine
2-s2.0-105004750128,medicine
2-s2.0-85208634771,medicine
2-s2.0-85208646801,medicine
2-s2.0-105019737776,unknown
2-s2.0-70349584616,medicine
2-s2.0-78649503768,engineering
2-s2.0-78649503768,physics and astronomy
2-s2.0-84888259626,"biochemistry, genetics & molecular biology"
2-s2.0-84925630033,energy
2-s2.0-84925630033,engineering
2-s2.0-84925630033,materials science
2-s2.0-84964322513,engineering
2-s2.0-84964322513,medicine
2-s2.0-84964322513,neuroscience
2-s2.0-85006973178,computer science
2-s2.0-85006973178,engineering
2-s2.0-85006973178,materials science
2-s2.0-85006973178,mathematics
2-s2.0-85006973178,physics and astronomy
2-s2.0-85046169700,chemical engineering
2-s2.0-85046169700,chemistry
2-s2.0-85046169700,physics and astronomy
2-s2.0-85218362331,unknown
2-s2.0-85095595972,unknown
2-s2.0-85118137254,unknown
2-s2.0-85099402420,engineering
2-s2.0-85099402420,medicine
2-s2.0-85084959476,computer science
2-s2.0-85084959476,engineering
2-s2.0-85084959476,materials science
2-s2.0-85094183494,computer science
2-s2.0-85094183494,engineering
2-s2.0-85094183494,materials science
2-s2.0-85105586942,"biochemistry, genetics & molecular biology"
2-s2.0-85105586942,chemical engineering
2-s2.0-85105586942,engineering
2-s2.0-85109802280,agricultural & biological sciences
2-s2.0-85109802280,energy
2-s2.0-85109802280,environmental science
2-s2.0-85104843385,computer science
2-s2.0-85115625718,engineering
2-s2.0-85115625718,medicine
2-s2.0-85129823979,immunology and microbiology
2-s2.0-85129823979,medicine
2-s2.0-85115173638,"economics, econometrics and finance"
2-s2.0-85115999909,computer science
2-s2.0-85115999909,engineering
2-s2.0-85115999909,medicine
2-s2.0-85168238414,multidisciplinary
2-s2.0-85148957780,"economics, econometrics and finance"
2-s2.0-85160762941,computer science
2-s2.0-85160762941,energy
2-s2.0-85160762941,environmental science
2-s2.0-85160762941,social sciences
2-s2.0-85151365670,mathematics
2-s2.0-85211135601,multidisciplinary
2-s2.0-85187438159,energy
2-s2.0-85196455742,"biochemistry, genetics & molecular biology"
2-s2.0-85196455742,computer science
2-s2.0-85189971675,engineering
2-s2.0-85185242397,immunology and microbiology
2-s2.0-85185242397,medicine
2-s2.0-85201527602,unknown
2-s2.0-85219186587,unknown
2-s2.0-85216497856,chemical engineering
2-s2.0-85216497856,computer science
2-s2.0-85216497856,engineering
2-s2.0-85216497856,materials science
2-s2.0-85213982218,"economics, econometrics and finance"
2-s2.0-85214184466,unknown
2-s2.0-85218753399,earth and planetary sciences
2-s2.0-85218753399,environmental science
2-s2.0-85217784433,"economics, econometrics and finance"
2-s2.0-85217784433,social sciences
2-s2.0-85211001154,"biochemistry, genetics & molecular biology"
2-s2.0-85211001154,computer science
2-s2.0-0033996850,"biochemistry, genetics & molecular biology"
2-s2.0-0033996850,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0033841945,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0242284802,"biochemistry, genetics & molecular biology"
2-s2.0-0242284802,chemistry
2-s2.0-0242284802,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0034051317,"biochemistry, genetics & molecular biology"
2-s2.0-0034051317,chemistry
2-s2.0-0034051317,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0035177337,medicine
2-s2.0-0035179560,"biochemistry, genetics & molecular biology"
2-s2.0-0035180405,chemical engineering
2-s2.0-0035180405,chemistry
2-s2.0-0035950356,energy
2-s2.0-0034793940,"biochemistry, genetics & molecular biology"
2-s2.0-0034793940,chemistry
2-s2.0-0034793940,medicine
2-s2.0-0034796560,"biochemistry, genetics & molecular biology"
2-s2.0-0034796560,chemistry
2-s2.0-0034796560,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0035016203,engineering
2-s2.0-0343431399,computer science
2-s2.0-0343431399,mathematics
2-s2.0-0001374136,unknown
2-s2.0-0035003295,"biochemistry, genetics & molecular biology"
2-s2.0-0035003295,chemistry
2-s2.0-0035003295,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0035019706,"biochemistry, genetics & molecular biology"
2-s2.0-0035019706,chemistry
2-s2.0-0035019706,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0035045498,"biochemistry, genetics & molecular biology"
2-s2.0-0035045498,chemistry
2-s2.0-0035045498,medicine
2-s2.0-0035111528,materials science
2-s2.0-0035111528,physics and astronomy
2-s2.0-0034827625,"biochemistry, genetics & molecular biology"
2-s2.0-0034827625,chemistry
2-s2.0-0034827625,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0035788499,unknown
2-s2.0-0034913141,environmental science
2-s2.0-0035590779,multidisciplinary
2-s2.0-85082733599,chemical engineering
2-s2.0-85082733599,computer science
2-s2.0-85082733599,energy
2-s2.0-85082733599,engineering
2-s2.0-85082733599,environmental science
2-s2.0-85082733599,materials science
2-s2.0-0034770813,"biochemistry, genetics & molecular biology"
2-s2.0-0034770813,chemistry
2-s2.0-0034936992,"biochemistry, genetics & molecular biology"
2-s2.0-0034936992,chemistry
2-s2.0-0034936992,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0036899540,"biochemistry, genetics & molecular biology"
2-s2.0-0036899540,medicine
2-s2.0-0347934394,"business, management and accounting"
2-s2.0-0037107514,earth and planetary sciences
2-s2.0-26844487364,earth and planetary sciences
2-s2.0-26844487364,mathematics
2-s2.0-10844242942,unknown
2-s2.0-0036245942,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0037093921,"biochemistry, genetics & molecular biology"
2-s2.0-0037093921,chemistry
2-s2.0-0037093921,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0036170799,engineering
2-s2.0-0036161738,"biochemistry, genetics & molecular biology"
2-s2.0-0036161738,chemistry
2-s2.0-0036161738,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0037065974,chemical engineering
2-s2.0-0037065974,engineering
2-s2.0-0037065974,physics and astronomy
2-s2.0-0036444789,"biochemistry, genetics & molecular biology"
2-s2.0-0036444789,chemistry
2-s2.0-0036444789,medicine
2-s2.0-0036255647,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0036305385,chemistry
2-s2.0-0036807145,"biochemistry, genetics & molecular biology"
2-s2.0-0036807145,chemistry
2-s2.0-0036807145,"pharmacology, toxicology and pharmaceutics"
2-s2.0-0345493344,engineering
2-s2.0-0345493344,physics and astronomy
2-s2.0-1842533403,unknown
2-s2.0-35248856053,unknown
2-s2.0-1142299803,unknown
2-s2.0-0142041436,chemistry
2-s2.0-0141459652,medicine
2-s2.0-0141725586,"biochemistry, genetics & molecular biology"
2-s2.0-0141725586,medicine
2-s2.0-0042025009,"biochemistry, genetics & molecular biology"
