eid,subject
2-s2.0-105002386770,chemistry
2-s2.0-105003727419,engineering
2-s2.0-105003727419,materials science
2-s2.0-105003727419,physics and astronomy
2-s2.0-105011539378,medicine
2-s2.0-105011539378,neuroscience
2-s2.0-85215594462,dentistry
2-s2.0-105011723777,medicine
2-s2.0-105011723777,neuroscience
2-s2.0-105014329958,health professions
2-s2.0-105014329958,medicine
2-s2.0-105014329958,nursing
2-s2.0-105014353452,engineering
2-s2.0-105002249351,nursing
2-s2.0-105013143536,agricultural & biological sciences
2-s2.0-105013143536,"biochemistry, genetics & molecular biology"
2-s2.0-105013143536,environmental science
2-s2.0-105013143536,social sciences
2-s2.0-105014260811,chemical engineering
2-s2.0-105011139584,medicine
2-s2.0-105002643975,engineering
2-s2.0-105002643975,mathematics
2-s2.0-105004697126,medicine
2-s2.0-105004697126,nursing
2-s2.0-105010882232,medicine
2-s2.0-105010918668,medicine
2-s2.0-85211122535,"business, management and accounting"
2-s2.0-85211122535,"economics, econometrics and finance"
2-s2.0-105010843685,medicine
2-s2.0-105008136846,unknown
2-s2.0-105002970252,arts and humanities
2-s2.0-105002970252,computer science
2-s2.0-105002970252,social sciences
2-s2.0-105009260516,physics and astronomy
2-s2.0-105020753628,health professions
2-s2.0-105020753628,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105010862943,medicine
2-s2.0-105011964424,"biochemistry, genetics & molecular biology"
2-s2.0-105011964424,medicine
2-s2.0-105009390258,"economics, econometrics and finance"
2-s2.0-105009390258,energy
2-s2.0-85204135498,energy
2-s2.0-85204135498,physics and astronomy
2-s2.0-105001854240,"business, management and accounting"
2-s2.0-105008006318,chemistry
2-s2.0-85217395550,engineering
2-s2.0-85217395550,materials science
2-s2.0-105005996517,social sciences
2-s2.0-105009950652,chemistry
2-s2.0-105009950652,computer science
2-s2.0-105009950652,energy
2-s2.0-105009950652,engineering
2-s2.0-105009950652,materials science
2-s2.0-105009950652,mathematics
2-s2.0-85215412769,health professions
2-s2.0-85215412769,medicine
2-s2.0-105002562567,energy
2-s2.0-105002885956,mathematics
2-s2.0-105013089310,health professions
2-s2.0-105013089310,medicine
2-s2.0-85215257142,energy
2-s2.0-85216259413,agricultural & biological sciences
2-s2.0-85216259413,environmental science
2-s2.0-105009166209,medicine
2-s2.0-105006581694,social sciences
2-s2.0-85219030204,"business, management and accounting"
2-s2.0-85219030204,computer science
2-s2.0-85219030204,engineering
2-s2.0-105001933338,chemistry
2-s2.0-105001933338,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105002884314,physics and astronomy
2-s2.0-105007611544,arts and humanities
2-s2.0-105007611544,social sciences
2-s2.0-86000467698,nursing
2-s2.0-105005752166,social sciences
2-s2.0-85215208639,"biochemistry, genetics & molecular biology"
2-s2.0-85215208639,chemistry
2-s2.0-85215208639,physics and astronomy
2-s2.0-105001871346,psychology
2-s2.0-105001871346,social sciences
2-s2.0-105002483248,engineering
2-s2.0-105006632679,mathematics
2-s2.0-105006632679,physics and astronomy
2-s2.0-105004290526,engineering
2-s2.0-105004290526,environmental science
2-s2.0-105003744061,medicine
2-s2.0-85201007912,agricultural & biological sciences
2-s2.0-85201007912,"biochemistry, genetics & molecular biology"
2-s2.0-85201007912,medicine
2-s2.0-105002841116,decision sciences
2-s2.0-105002841116,engineering
2-s2.0-85212942054,computer science
2-s2.0-85212942054,engineering
2-s2.0-85212942054,medicine
2-s2.0-105004320021,"economics, econometrics and finance"
2-s2.0-105004320021,energy
2-s2.0-105002638024,nursing
2-s2.0-105003421781,computer science
2-s2.0-105005772282,medicine
2-s2.0-105001642440,immunology and microbiology
2-s2.0-105001642440,medicine
2-s2.0-105003180174,medicine
2-s2.0-105003538793,"biochemistry, genetics & molecular biology"
2-s2.0-105003538793,medicine
2-s2.0-85215247744,physics and astronomy
2-s2.0-105002837171,health professions
2-s2.0-105002837171,medicine
2-s2.0-85217044865,engineering
2-s2.0-105003734436,nursing
2-s2.0-105001100213,social sciences
2-s2.0-105005709609,arts and humanities
2-s2.0-105005709609,social sciences
2-s2.0-85216898782,medicine
2-s2.0-85216898782,nursing
2-s2.0-85204044059,medicine
2-s2.0-105004831831,medicine
2-s2.0-105003535804,mathematics
2-s2.0-105003535804,physics and astronomy
2-s2.0-85216672750,nursing
2-s2.0-105002349017,medicine
2-s2.0-85215777366,"biochemistry, genetics & molecular biology"
2-s2.0-85215777366,chemistry
2-s2.0-85215777366,materials science
2-s2.0-86000726794,energy
2-s2.0-86000726794,physics and astronomy
2-s2.0-86000448887,unknown
2-s2.0-105001082592,"business, management and accounting"
2-s2.0-105001082592,social sciences
2-s2.0-105001079394,engineering
2-s2.0-105001120052,"biochemistry, genetics & molecular biology"
2-s2.0-105001120052,immunology and microbiology
2-s2.0-105001120052,medicine
2-s2.0-105001120052,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85208188643,chemistry
2-s2.0-105001162356,chemistry
2-s2.0-105001162356,computer science
2-s2.0-105001162356,mathematics
2-s2.0-105001162356,physics and astronomy
2-s2.0-85217156134,medicine
2-s2.0-85213555544,engineering
2-s2.0-85213555544,materials science
2-s2.0-105000978362,computer science
2-s2.0-105016880984,medicine
2-s2.0-85211623406,computer science
2-s2.0-85211623406,decision sciences
2-s2.0-105002671508,medicine
2-s2.0-85208258170,unknown
2-s2.0-105000343242,"business, management and accounting"
2-s2.0-105000343242,"economics, econometrics and finance"
2-s2.0-105000343242,social sciences
2-s2.0-105001394813,mathematics
2-s2.0-105001394813,physics and astronomy
2-s2.0-85213037229,chemical engineering
2-s2.0-85213037229,materials science
2-s2.0-105000079334,materials science
2-s2.0-85211378997,medicine
2-s2.0-85208556330,"biochemistry, genetics & molecular biology"
2-s2.0-85208556330,medicine
2-s2.0-85218141139,energy
2-s2.0-85210541820,chemical engineering
2-s2.0-85210541820,computer science
2-s2.0-105011978743,"business, management and accounting"
2-s2.0-105011978743,"economics, econometrics and finance"
2-s2.0-105011978743,social sciences
2-s2.0-86000083549,"economics, econometrics and finance"
2-s2.0-86000083549,energy
2-s2.0-85194900045,"business, management and accounting"
2-s2.0-85211969558,medicine
2-s2.0-85218705894,dentistry
2-s2.0-85214291092,medicine
2-s2.0-85219164836,medicine
2-s2.0-85218698044,engineering
2-s2.0-85218698044,materials science
2-s2.0-85198529802,engineering
2-s2.0-85198529802,mathematics
2-s2.0-105022634879,mathematics
2-s2.0-86000495057,"biochemistry, genetics & molecular biology"
2-s2.0-86000495057,chemistry
2-s2.0-86000495057,engineering
2-s2.0-86000495057,environmental science
2-s2.0-86000495057,materials science
2-s2.0-86000495057,mathematics
2-s2.0-86000495057,"pharmacology, toxicology and pharmaceutics"
2-s2.0-86000495057,physics and astronomy
2-s2.0-105017814995,medicine
2-s2.0-105017814995,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105013228606,decision sciences
2-s2.0-105013228606,psychology
2-s2.0-105013228606,social sciences
2-s2.0-105018785542,medicine
2-s2.0-105018785542,"pharmacology, toxicology and pharmaceutics"
2-s2.0-85208034327,engineering
2-s2.0-85208034327,medicine
2-s2.0-85212992136,"biochemistry, genetics & molecular biology"
2-s2.0-85212992136,medicine
2-s2.0-85196063255,engineering
2-s2.0-105020291567,medicine
2-s2.0-86000437665,engineering
2-s2.0-105000348377,engineering
2-s2.0-105001090362,engineering
2-s2.0-105018693991,medicine
2-s2.0-105022618309,unknown
2-s2.0-105010583319,unknown
2-s2.0-105019291587,unknown
2-s2.0-105023904245,medicine
2-s2.0-105023904245,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105000388686,medicine
2-s2.0-105000928459,medicine
2-s2.0-105000928459,psychology
2-s2.0-105005722512,medicine
2-s2.0-105005722512,nursing
2-s2.0-85210729689,engineering
2-s2.0-85210729689,environmental science
2-s2.0-105006576931,unknown
2-s2.0-105026595076,medicine
2-s2.0-105007419244,agricultural & biological sciences
2-s2.0-105007419244,medicine
2-s2.0-105007419244,nursing
2-s2.0-85214557828,social sciences
2-s2.0-105017902621,"economics, econometrics and finance"
2-s2.0-105017903075,medicine
2-s2.0-105011387555,medicine
2-s2.0-105007293208,computer science
2-s2.0-105007293208,engineering
2-s2.0-105007293208,mathematics
2-s2.0-105008796394,medicine
2-s2.0-105008796394,social sciences
2-s2.0-105019060165,unknown
2-s2.0-105009130156,computer science
2-s2.0-105009130156,engineering
2-s2.0-105009130156,mathematics
2-s2.0-105019258295,"business, management and accounting"
2-s2.0-105009964396,unknown
2-s2.0-85216374456,"business, management and accounting"
2-s2.0-85216374456,decision sciences
2-s2.0-105018970772,social sciences
2-s2.0-105011945626,unknown
2-s2.0-105021414983,energy
2-s2.0-105021414983,engineering
2-s2.0-105021414983,environmental science
2-s2.0-105008948072,arts and humanities
2-s2.0-105008948072,social sciences
2-s2.0-105010069001,unknown
2-s2.0-105005743260,arts and humanities
2-s2.0-105005743260,social sciences
2-s2.0-105009473471,arts and humanities
2-s2.0-105005602944,psychology
2-s2.0-105003373986,computer science
2-s2.0-105003373986,engineering
2-s2.0-86000435953,computer science
2-s2.0-86000435953,energy
2-s2.0-85203372571,medicine
2-s2.0-105027437872,computer science
2-s2.0-105019765313,computer science
2-s2.0-105011953829,medicine
2-s2.0-105007274517,unknown
2-s2.0-85217847036,computer science
2-s2.0-85217847036,engineering
2-s2.0-86000489960,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105025355453,nursing
2-s2.0-105018684839,energy
2-s2.0-105018684839,engineering
2-s2.0-105018684839,environmental science
2-s2.0-86000778125,computer science
2-s2.0-86000778125,engineering
2-s2.0-105026279452,social sciences
2-s2.0-105025825916,computer science
2-s2.0-105003040700,computer science
2-s2.0-105003040700,engineering
2-s2.0-105003040700,mathematics
2-s2.0-105003660904,engineering
2-s2.0-105012983488,medicine
2-s2.0-105001872934,computer science
2-s2.0-105011483340,medicine
2-s2.0-105009868715,medicine
2-s2.0-105009868715,social sciences
2-s2.0-105003863493,agricultural & biological sciences
2-s2.0-105003863493,veterinary
2-s2.0-105004331291,nursing
2-s2.0-105003750555,medicine
2-s2.0-105000888565,medicine
2-s2.0-105011488747,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105007550313,medicine
2-s2.0-85215226853,computer science
2-s2.0-85215226853,engineering
2-s2.0-85215226853,materials science
2-s2.0-105000386443,medicine
2-s2.0-105003274387,computer science
2-s2.0-105003274387,engineering
2-s2.0-105003274387,materials science
2-s2.0-105011947691,medicine
2-s2.0-105000411425,medicine
2-s2.0-105006609856,mathematics
2-s2.0-105003285063,computer science
2-s2.0-85204185131,computer science
2-s2.0-85204185131,engineering
2-s2.0-105022157582,mathematics
2-s2.0-85215119075,computer science
2-s2.0-85215119075,engineering
2-s2.0-85215119075,materials science
2-s2.0-105012039557,computer science
2-s2.0-105016860104,dentistry
2-s2.0-105001944413,medicine
2-s2.0-105001944413,nursing
2-s2.0-105012262986,medicine
2-s2.0-105023298233,medicine
2-s2.0-105008514252,medicine
2-s2.0-105008514252,social sciences
2-s2.0-105010109728,unknown
2-s2.0-105009871322,engineering
2-s2.0-105004448249,nursing
2-s2.0-85192086559,"biochemistry, genetics & molecular biology"
2-s2.0-105015502067,dentistry
2-s2.0-105001075703,engineering
2-s2.0-105003099172,computer science
2-s2.0-105009714691,medicine
2-s2.0-85218712919,computer science
2-s2.0-105005320495,computer science
2-s2.0-105005320495,engineering
2-s2.0-105005320495,materials science
2-s2.0-105010910115,medicine
2-s2.0-105022351009,unknown
2-s2.0-105005037220,unknown
2-s2.0-85215950115,agricultural & biological sciences
2-s2.0-85215950115,health professions
2-s2.0-85215950115,immunology and microbiology
2-s2.0-85215950115,social sciences
2-s2.0-105000147308,social sciences
2-s2.0-105016610384,"biochemistry, genetics & molecular biology"
2-s2.0-105016610384,medicine
2-s2.0-105007293051,unknown
2-s2.0-105002039166,health professions
2-s2.0-105018109358,computer science
2-s2.0-105018109358,decision sciences
2-s2.0-105018109358,health professions
2-s2.0-85218769328,computer science
2-s2.0-105003168494,computer science
2-s2.0-105003168494,decision sciences
2-s2.0-105003168494,health professions
2-s2.0-105018092055,computer science
2-s2.0-105018092055,decision sciences
2-s2.0-105018092055,health professions
2-s2.0-105012112016,computer science
2-s2.0-105016758213,computer science
2-s2.0-105016758213,engineering
2-s2.0-105016758213,materials science
2-s2.0-105004466857,agricultural & biological sciences
2-s2.0-105004466857,veterinary
2-s2.0-105026674221,computer science
2-s2.0-105026674221,social sciences
2-s2.0-105023880449,nursing
2-s2.0-105019050199,unknown
2-s2.0-105013796754,dentistry
2-s2.0-105022358332,unknown
2-s2.0-105026336873,unknown
2-s2.0-105010123204,unknown
2-s2.0-105020713923,engineering
2-s2.0-85218791434,computer science
2-s2.0-85218791434,mathematics
2-s2.0-105026263901,unknown
2-s2.0-105012117167,computer science
2-s2.0-105000693769,"business, management and accounting"
2-s2.0-105000693769,decision sciences
2-s2.0-85218722313,computer science
2-s2.0-105024591843,medicine
2-s2.0-105012190740,computer science
2-s2.0-85214976521,computer science
2-s2.0-105002424346,chemical engineering
2-s2.0-105002424346,energy
2-s2.0-105001831397,computer science
2-s2.0-105012042721,computer science
2-s2.0-105018594065,engineering
2-s2.0-105020580126,decision sciences
2-s2.0-105020580126,psychology
2-s2.0-105020580126,social sciences
2-s2.0-85214055091,nursing
2-s2.0-85214055091,social sciences
2-s2.0-105011990012,nursing
2-s2.0-105024817941,medicine
2-s2.0-105019215721,energy
2-s2.0-105019215721,engineering
2-s2.0-105019215721,environmental science
2-s2.0-105018270375,"biochemistry, genetics & molecular biology"
2-s2.0-105018270375,chemical engineering
2-s2.0-105018270375,chemistry
2-s2.0-105018270375,materials science
2-s2.0-105018270375,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105005088947,"biochemistry, genetics & molecular biology"
2-s2.0-105005088947,chemistry
2-s2.0-105005088947,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105001731627,computer science
2-s2.0-105017449310,"biochemistry, genetics & molecular biology"
2-s2.0-105003281635,computer science
2-s2.0-105003281635,engineering
2-s2.0-105003281635,materials science
2-s2.0-105022521503,immunology and microbiology
2-s2.0-105022521503,medicine
2-s2.0-105022521503,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105004430512,"business, management and accounting"
2-s2.0-105016228094,unknown
2-s2.0-105014972769,agricultural & biological sciences
2-s2.0-105014972769,"biochemistry, genetics & molecular biology"
2-s2.0-105014972769,"business, management and accounting"
2-s2.0-105014972769,computer science
2-s2.0-105014972769,environmental science
2-s2.0-105014972769,medicine
2-s2.0-105014972769,social sciences
2-s2.0-105014935388,medicine
2-s2.0-105014935388,neuroscience
2-s2.0-105014935388,"pharmacology, toxicology and pharmaceutics"
2-s2.0-105008801518,multidisciplinary
2-s2.0-105018977313,medicine
2-s2.0-85205352842,nursing
2-s2.0-105022654459,medicine
2-s2.0-105021538444,medicine
2-s2.0-85217817218,materials science
2-s2.0-85217817218,physics and astronomy
2-s2.0-85219465406,computer science
2-s2.0-105022141906,"biochemistry, genetics & molecular biology"
2-s2.0-105022141906,medicine
2-s2.0-105006882857,chemical engineering
2-s2.0-105006882857,computer science
2-s2.0-105006882857,engineering
2-s2.0-105006882857,mathematics
2-s2.0-85214170629,unknown
2-s2.0-105021428104,"business, management and accounting"
2-s2.0-105021428104,decision sciences
2-s2.0-105021428104,engineering
2-s2.0-85217956884,computer science
2-s2.0-85217956884,engineering
2-s2.0-85217956884,materials science
2-s2.0-86000573501,arts and humanities
2-s2.0-86000573501,social sciences
2-s2.0-85212703579,chemistry
2-s2.0-85191569372,physics and astronomy
2-s2.0-85205294354,engineering
2-s2.0-85205294354,materials science
2-s2.0-85205151093,engineering
2-s2.0-85205151093,materials science
2-s2.0-85204068531,engineering
2-s2.0-85204068531,materials science
2-s2.0-85204068531,physics and astronomy
2-s2.0-85210529793,multidisciplinary
2-s2.0-85205075818,chemistry
2-s2.0-85205075818,materials science
2-s2.0-85208254690,energy
2-s2.0-85208254690,engineering
2-s2.0-85205895304,agricultural & biological sciences
